id_transaksi_detail,kode_transaksi,tgl_transaksi,kode_produk,nama_produk,harga,jumlah
2599,TRX244499,2022-09-20,PRD4651,Produk41,17978,7
5499,TRX260064,2022-09-21,PRD2341,Produk90,30080,4
4132,TRX771918,2022-09-21,PRD8323,Produk3,92580,4
1037,TRX366114,2022-09-21,PRD6147,Produk99,47622,6
9842,TRX732272,2022-09-21,PRD1954,Produk23,66213,7
2587,TRX968368,2022-09-21,PRD9613,Produk27,40711,5
4202,TRX457268,2022-09-21,PRD9264,Produk22,54009,4
3955,TRX188815,2022-09-21,PRD6168,Produk11,54513,4
1621,TRX327890,2022-09-21,PRD6423,Produk12,36167,6
1213,TRX921784,2022-09-21,PRD4002,Produk94,51037,2
7402,TRX977871,2022-09-21,PRD7657,Produk90,26314,1
4412,TRX945706,2022-09-22,PRD5806,Produk56,83621,6
4298,TRX770649,2022-09-22,PRD3610,Produk1,51035,9
9575,TRX647651,2022-09-22,PRD6755,Produk65,93874,2
4818,TRX530450,2022-09-22,PRD6217,Produk94,40294,4
4148,TRX251305,2022-09-22,PRD9261,Produk37,35964,4
6984,TRX290850,2022-09-22,PRD3273,Produk18,56014,9
8618,TRX401992,2022-09-22,PRD6973,Produk4,35147,5
6454,TRX126869,2022-09-22,PRD4141,Produk58,79913,9
7281,TRX264799,2022-09-22,PRD6860,Produk1,82178,4
2117,TRX428885,2022-09-22,PRD8345,Produk48,51605,2
6473,TRX764344,2022-09-23,PRD4320,Produk61,26632,3
7589,TRX752223,2022-09-23,PRD5860,Produk85,96813,1
7806,TRX646388,2022-09-23,PRD5556,Produk87,34696,9
5437,TRX557257,2022-09-23,PRD9518,Produk26,41465,8
1707,TRX807728,2022-09-23,PRD1272,Produk83,64593,9
4802,TRX420632,2022-09-23,PRD1661,Produk43,59429,7
1947,TRX171048,2022-09-23,PRD9128,Produk29,79595,3
7656,TRX997014,2022-09-23,PRD8943,Produk24,93294,3
5272,TRX442901,2022-09-23,PRD1497,Produk57,76948,5
4777,TRX880009,2022-09-23,PRD3999,Produk21,68317,9
3305,TRX125015,2022-09-24,PRD9634,Produk36,13931,2
7511,TRX746126,2022-09-24,PRD4665,Produk31,33330,5
1921,TRX780864,2022-09-24,PRD3070,Produk97,22304,4
3657,TRX405626,2022-09-24,PRD7011,Produk34,99262,9
5334,TRX810895,2022-09-24,PRD7125,Produk55,20917,8
1581,TRX979016,2022-09-24,PRD5467,Produk34,56681,5
5915,TRX795625,2022-09-24,PRD8470,Produk80,22561,9
5002,TRX957531,2022-09-24,PRD9152,Produk48,24373,2
9956,TRX603372,2022-09-24,PRD2207,Produk52,77976,4
6752,TRX545634,2022-09-24,PRD6501,Produk14,26375,4
5056,TRX307922,2022-09-25,PRD3946,Produk19,43770,3
2212,TRX995700,2022-09-25,PRD4973,Produk75,40992,6
5028,TRX777477,2022-09-25,PRD5421,Produk32,37495,8
9629,TRX590281,2022-09-25,PRD7130,Produk26,59406,2
4103,TRX611801,2022-09-25,PRD6213,Produk47,69378,8
4466,TRX386820,2022-09-25,PRD6707,Produk10,45394,4
8040,TRX521249,2022-09-25,PRD3640,Produk67,24163,5
1879,TRX563780,2022-09-25,PRD4642,Produk90,56203,5
3485,TRX108197,2022-09-25,PRD8447,Produk4,97013,7
5953,TRX922144,2022-09-25,PRD1698,Produk15,98492,4
9911,TRX267996,2022-09-26,PRD2303,Produk59,91139,7
3536,TRX288353,2022-09-26,PRD3059,Produk63,55260,1
6463,TRX672598,2022-09-26,PRD7805,Produk61,94239,1
5579,TRX635183,2022-09-26,PRD3934,Produk86,67737,4
4617,TRX991404,2022-09-26,PRD9022,Produk38,35537,5
6312,TRX871502,2022-09-26,PRD3193,Produk20,28770,5
6928,TRX695829,2022-09-26,PRD1933,Produk88,18239,3
8492,TRX999777,2022-09-26,PRD2766,Produk91,40438,8
8424,TRX682605,2022-09-26,PRD8378,Produk34,72992,2
3273,TRX298586,2022-09-26,PRD7092,Produk46,11710,2
7554,TRX381359,2022-09-27,PRD8531,Produk83,66212,3
1177,TRX870728,2022-09-27,PRD9712,Produk90,42796,8
4586,TRX223154,2022-09-27,PRD4095,Produk39,87833,1
5400,TRX431821,2022-09-27,PRD4718,Produk11,98981,9
5757,TRX344743,2022-09-27,PRD2917,Produk58,86326,1
9330,TRX999931,2022-09-27,PRD8169,Produk81,53506,4
9194,TRX323849,2022-09-27,PRD7278,Produk2,97615,4
8369,TRX311075,2022-09-27,PRD4525,Produk65,19512,7
8032,TRX396309,2022-09-27,PRD1216,Produk76,76882,9
6510,TRX521819,2022-09-27,PRD7023,Produk80,41818,1
7115,TRX974952,2022-09-28,PRD2160,Produk74,60779,5
4510,TRX383929,2022-09-28,PRD6404,Produk9,38939,1
3706,TRX692711,2022-09-28,PRD4216,Produk64,85206,8
3379,TRX534724,2022-09-28,PRD8269,Produk99,18090,6
3693,TRX439782,2022-09-28,PRD6970,Produk22,50622,9
2557,TRX814985,2022-09-28,PRD1410,Produk40,87488,5
6483,TRX118010,2022-09-28,PRD2439,Produk40,30866,4
8364,TRX555462,2022-09-28,PRD7527,Produk39,79619,7
5885,TRX710157,2022-09-28,PRD1899,Produk45,57175,3
3041,TRX760723,2022-09-28,PRD6177,Produk43,84571,8
4465,TRX441239,2022-09-29,PRD5804,Produk15,80034,2
8761,TRX377759,2022-09-29,PRD6129,Produk48,22822,8
6005,TRX459708,2022-09-29,PRD3165,Produk42,52899,7
3229,TRX586396,2022-09-29,PRD5899,Produk65,75411,1
1571,TRX299189,2022-09-29,PRD6069,Produk53,18090,1
1960,TRX228513,2022-09-29,PRD4489,Produk45,97861,3
5058,TRX161274,2022-09-29,PRD6479,Produk80,44389,8
7173,TRX352278,2022-09-29,PRD9609,Produk75,16086,2
8687,TRX368066,2022-09-29,PRD4362,Produk98,53973,8
7251,TRX419404,2022-09-29,PRD5315,Produk82,95966,4
1035,TRX397705,2022-09-30,PRD2043,Produk39,50891,2
2414,TRX743029,2022-09-30,PRD3364,Produk36,59569,9
1974,TRX378001,2022-09-30,PRD3658,Produk72,34927,2
8008,TRX592515,2022-09-30,PRD2195,Produk95,98272,1
5475,TRX715001,2022-09-30,PRD8427,Produk2,94312,7
8984,TRX543802,2022-09-30,PRD7367,Produk75,85811,2
4610,TRX867480,2022-09-30,PRD4885,Produk2,27997,9
4019,TRX562155,2022-09-30,PRD7157,Produk63,45467,9
1832,TRX303075,2022-09-30,PRD6453,Produk89,17183,6
2760,TRX572930,2022-09-30,PRD5564,Produk50,68909,1
1095,TRX756626,2022-10-01,PRD8287,Produk96,50061,7
9335,TRX293691,2022-10-01,PRD9915,Produk58,92127,1
7800,TRX596603,2022-10-01,PRD2909,Produk67,39701,1
2311,TRX870014,2022-10-01,PRD4776,Produk18,98465,8
8255,TRX916459,2022-10-01,PRD3765,Produk89,35028,6
1565,TRX816162,2022-10-01,PRD7342,Produk87,33519,3
8696,TRX711873,2022-10-01,PRD9867,Produk63,10069,1
3909,TRX105768,2022-10-01,PRD6461,Produk75,93941,7
1613,TRX394629,2022-10-01,PRD2813,Produk27,52780,3
3919,TRX590807,2022-10-01,PRD8514,Produk65,55730,8
9183,TRX381036,2022-10-02,PRD8685,Produk34,42359,2
1048,TRX132388,2022-10-02,PRD9779,Produk79,75461,2
9362,TRX683531,2022-10-02,PRD7881,Produk85,48198,3
3700,TRX949280,2022-10-02,PRD9884,Produk44,65459,8
4725,TRX177299,2022-10-02,PRD6729,Produk73,38406,6
9307,TRX420072,2022-10-02,PRD2988,Produk12,16912,7
1646,TRX627621,2022-10-02,PRD6636,Produk77,25837,5
6410,TRX363485,2022-10-02,PRD1354,Produk62,69247,9
9844,TRX535329,2022-10-02,PRD7035,Produk6,20328,3
1721,TRX957198,2022-10-02,PRD3720,Produk14,77817,3
9307,TRX440946,2022-10-03,PRD1971,Produk79,60204,8
3921,TRX391523,2022-10-03,PRD1801,Produk57,48751,3
1951,TRX442698,2022-10-03,PRD2624,Produk67,79408,4
9736,TRX322966,2022-10-03,PRD2559,Produk10,33395,5
8471,TRX117485,2022-10-03,PRD9078,Produk12,13744,1
7650,TRX902120,2022-10-03,PRD8238,Produk88,34313,8
2052,TRX942694,2022-10-03,PRD5226,Produk41,91347,5
3559,TRX476037,2022-10-03,PRD6006,Produk50,84758,3
7229,TRX259086,2022-10-03,PRD5151,Produk95,71886,6
2240,TRX715769,2022-10-03,PRD2285,Produk13,92045,1
9324,TRX603064,2022-10-04,PRD6659,Produk92,30921,4
9427,TRX933117,2022-10-04,PRD3555,Produk21,53103,7
3164,TRX525304,2022-10-04,PRD1708,Produk7,68328,8
3289,TRX281161,2022-10-04,PRD8122,Produk80,99456,5
6467,TRX279639,2022-10-04,PRD2193,Produk4,27828,1
1183,TRX714574,2022-10-04,PRD6055,Produk97,93993,4
4411,TRX106889,2022-10-04,PRD3725,Produk21,78784,3
9633,TRX200048,2022-10-04,PRD5979,Produk13,97492,3
1670,TRX133150,2022-10-04,PRD1275,Produk12,76945,4
2436,TRX595581,2022-10-04,PRD5446,Produk15,92326,1
6907,TRX225010,2022-10-05,PRD5567,Produk63,59264,9
8231,TRX941385,2022-10-05,PRD5239,Produk26,39303,8
8723,TRX431728,2022-10-05,PRD3072,Produk33,36613,7
6226,TRX454505,2022-10-05,PRD4793,Produk82,62010,8
3946,TRX395445,2022-10-05,PRD5042,Produk50,17968,5
7786,TRX214784,2022-10-05,PRD7716,Produk48,53647,2
3187,TRX722028,2022-10-05,PRD2603,Produk9,89031,8
2762,TRX176673,2022-10-05,PRD2987,Produk5,94908,6
3819,TRX981621,2022-10-05,PRD4157,Produk95,39327,2
8456,TRX134462,2022-10-05,PRD7809,Produk64,22551,3
2962,TRX933637,2022-10-06,PRD4083,Produk86,36358,2
6289,TRX140393,2022-10-06,PRD2821,Produk52,92780,6
6460,TRX528755,2022-10-06,PRD6929,Produk3,72958,9
1150,TRX573733,2022-10-06,PRD8039,Produk30,17812,7
3456,TRX558300,2022-10-06,PRD6118,Produk63,79340,3
3116,TRX594155,2022-10-06,PRD1523,Produk17,45853,3
6903,TRX696914,2022-10-06,PRD9242,Produk85,19549,7
2156,TRX349999,2022-10-06,PRD5018,Produk10,50506,9
7567,TRX185968,2022-10-06,PRD6413,Produk3,52450,3
6523,TRX948604,2022-10-06,PRD3682,Produk30,85727,5
9517,TRX497230,2022-10-07,PRD4774,Produk21,58868,1
5800,TRX909397,2022-10-07,PRD8865,Produk72,95004,8
5408,TRX944475,2022-10-07,PRD2391,Produk84,30767,3
3506,TRX772298,2022-10-07,PRD3841,Produk44,13746,5
8485,TRX672899,2022-10-07,PRD5161,Produk39,23059,9
7076,TRX974808,2022-10-07,PRD3451,Produk11,74032,9
9885,TRX646764,2022-10-07,PRD9797,Produk57,76200,3
4396,TRX655421,2022-10-07,PRD8532,Produk37,62438,6
3416,TRX379010,2022-10-07,PRD4115,Produk29,43301,9
1589,TRX140116,2022-10-07,PRD5650,Produk69,29193,9
2701,TRX774796,2022-10-08,PRD8307,Produk67,98285,1
9615,TRX198553,2022-10-08,PRD5434,Produk70,86001,9
6581,TRX489019,2022-10-08,PRD6847,Produk80,69086,8
1229,TRX487109,2022-10-08,PRD6939,Produk2,68111,3
5800,TRX919787,2022-10-08,PRD5272,Produk97,11082,6
8629,TRX361271,2022-10-08,PRD2339,Produk12,58136,2
3069,TRX281397,2022-10-08,PRD5590,Produk3,20765,7
4057,TRX625998,2022-10-08,PRD1678,Produk3,24230,4
9452,TRX327702,2022-10-08,PRD5214,Produk91,61043,9
9953,TRX784559,2022-10-08,PRD5229,Produk55,67894,7
9044,TRX916036,2022-10-09,PRD7393,Produk44,40154,3
9424,TRX757626,2022-10-09,PRD3795,Produk88,84436,7
3333,TRX276816,2022-10-09,PRD6964,Produk88,36595,1
8902,TRX993211,2022-10-09,PRD6108,Produk36,27543,8
7233,TRX916930,2022-10-09,PRD8513,Produk69,76739,1
1453,TRX617584,2022-10-09,PRD6915,Produk35,47111,9
9550,TRX469178,2022-10-09,PRD2915,Produk28,16781,4
9335,TRX610153,2022-10-09,PRD3227,Produk54,99753,4
8794,TRX453940,2022-10-09,PRD2400,Produk14,47726,4
2842,TRX743456,2022-10-09,PRD3518,Produk94,60557,8
3753,TRX784978,2022-10-10,PRD9292,Produk4,19698,2
5359,TRX811568,2022-10-10,PRD7611,Produk93,74002,1
6261,TRX211915,2022-10-10,PRD4573,Produk24,99219,8
9607,TRX580324,2022-10-10,PRD8098,Produk69,15762,3
1073,TRX835777,2022-10-10,PRD4043,Produk50,85112,6
5152,TRX450810,2022-10-10,PRD8083,Produk1,30168,3
2575,TRX440883,2022-10-10,PRD4856,Produk2,67162,9
1037,TRX732247,2022-10-10,PRD5997,Produk14,37080,4
1490,TRX652430,2022-10-10,PRD5763,Produk52,36041,8
7806,TRX276236,2022-10-10,PRD3677,Produk32,25465,4
9814,TRX154329,2022-10-11,PRD3595,Produk23,81059,4
8818,TRX569656,2022-10-11,PRD4042,Produk29,45253,4
8117,TRX622437,2022-10-11,PRD5529,Produk44,71825,8
9094,TRX521290,2022-10-11,PRD3908,Produk41,25203,6
1154,TRX992284,2022-10-11,PRD5551,Produk93,73458,5
2671,TRX816427,2022-10-11,PRD9886,Produk30,23448,1
6461,TRX164695,2022-10-11,PRD1473,Produk26,96424,5
6926,TRX476118,2022-10-11,PRD8599,Produk12,58845,4
4838,TRX144297,2022-10-11,PRD7795,Produk94,19585,7
1113,TRX243683,2022-10-11,PRD7017,Produk85,80398,2
2919,TRX513054,2022-10-12,PRD5128,Produk92,94489,6
7956,TRX551810,2022-10-12,PRD7127,Produk22,75130,9
8890,TRX977955,2022-10-12,PRD7062,Produk57,89475,8
6962,TRX392592,2022-10-12,PRD2868,Produk20,31220,8
8126,TRX868654,2022-10-12,PRD1025,Produk71,50082,9
2465,TRX774589,2022-10-12,PRD8951,Produk75,82568,5
1494,TRX388458,2022-10-12,PRD5272,Produk7,64983,7
9139,TRX522888,2022-10-12,PRD2712,Produk8,88649,9
2919,TRX139811,2022-10-12,PRD1113,Produk30,61384,6
7368,TRX391408,2022-10-12,PRD5520,Produk25,57794,9
7690,TRX375029,2022-10-13,PRD4375,Produk5,40139,2
6547,TRX565348,2022-10-13,PRD9144,Produk98,69778,8
9247,TRX361920,2022-10-13,PRD4983,Produk17,95450,3
2125,TRX270187,2022-10-13,PRD5148,Produk67,68974,1
1405,TRX160408,2022-10-13,PRD5184,Produk78,18475,4
5257,TRX657515,2022-10-13,PRD2211,Produk71,55377,6
7506,TRX363496,2022-10-13,PRD7214,Produk57,27111,9
4215,TRX262382,2022-10-13,PRD8097,Produk69,99903,9
4703,TRX971122,2022-10-13,PRD4115,Produk5,83077,5
3838,TRX238829,2022-10-13,PRD7164,Produk66,12490,5
6240,TRX724677,2022-10-14,PRD4327,Produk31,62020,1
9356,TRX267191,2022-10-14,PRD9301,Produk16,18904,6
8079,TRX772055,2022-10-14,PRD3190,Produk89,83752,2
5262,TRX342061,2022-10-14,PRD9500,Produk32,28198,7
1788,TRX455542,2022-10-14,PRD3944,Produk9,19469,7
1204,TRX674273,2022-10-14,PRD7949,Produk99,19890,8
9950,TRX650358,2022-10-14,PRD2639,Produk55,54814,2
6803,TRX255106,2022-10-14,PRD6418,Produk24,50944,8
8417,TRX854563,2022-10-14,PRD5461,Produk54,55875,4
2035,TRX599935,2022-10-14,PRD1446,Produk49,40849,7
8685,TRX924590,2022-10-15,PRD9761,Produk72,48748,3
7850,TRX143103,2022-10-15,PRD8729,Produk96,24934,9
2194,TRX573111,2022-10-15,PRD1920,Produk21,91497,8
9991,TRX322189,2022-10-15,PRD7271,Produk63,97054,4
9881,TRX926786,2022-10-15,PRD1336,Produk9,66514,8
1563,TRX188777,2022-10-15,PRD4145,Produk51,74179,9
7048,TRX213748,2022-10-15,PRD3043,Produk70,77271,8
9070,TRX256166,2022-10-15,PRD6818,Produk78,81840,9
8749,TRX782328,2022-10-15,PRD4859,Produk71,63587,7
4212,TRX389683,2022-10-15,PRD8089,Produk14,19944,4
4431,TRX239425,2022-10-16,PRD1109,Produk71,42601,9
9003,TRX389084,2022-10-16,PRD7604,Produk4,29314,4
7088,TRX772028,2022-10-16,PRD3924,Produk96,67935,3
3010,TRX874855,2022-10-16,PRD4149,Produk53,38441,1
3737,TRX470767,2022-10-16,PRD9961,Produk9,85807,9
5559,TRX434307,2022-10-16,PRD9543,Produk95,15597,2
8503,TRX743263,2022-10-16,PRD4400,Produk38,14272,3
7822,TRX219999,2022-10-16,PRD7730,Produk2,24929,2
7316,TRX595933,2022-10-16,PRD8238,Produk69,78346,3
1236,TRX488878,2022-10-16,PRD8205,Produk46,28738,2
2081,TRX348176,2022-10-17,PRD5932,Produk93,39527,3
6993,TRX849253,2022-10-17,PRD3933,Produk1,55769,9
2822,TRX521417,2022-10-17,PRD7210,Produk66,39927,9
1057,TRX741712,2022-10-17,PRD5773,Produk31,71846,5
7254,TRX113760,2022-10-17,PRD6482,Produk98,62537,7
6518,TRX281538,2022-10-17,PRD2092,Produk25,45940,4
2000,TRX994879,2022-10-17,PRD9581,Produk21,96636,5
7684,TRX512644,2022-10-17,PRD7854,Produk64,88816,3
2513,TRX618513,2022-10-17,PRD1174,Produk89,15569,9
1320,TRX624327,2022-10-17,PRD5649,Produk62,66971,1
3123,TRX730869,2022-10-18,PRD4063,Produk10,76223,6
7150,TRX866196,2022-10-18,PRD6957,Produk44,13901,7
6302,TRX237119,2022-10-18,PRD2355,Produk23,48197,5
6367,TRX191299,2022-10-18,PRD1430,Produk20,77584,5
4929,TRX320362,2022-10-18,PRD4760,Produk68,21139,7
7169,TRX914920,2022-10-18,PRD1311,Produk90,35404,7
8378,TRX902885,2022-10-18,PRD3244,Produk20,51880,3
1511,TRX502020,2022-10-18,PRD8461,Produk19,43546,2
9969,TRX131670,2022-10-18,PRD1763,Produk56,55522,9
5351,TRX298680,2022-10-18,PRD8763,Produk54,17788,7
8595,TRX865704,2022-10-19,PRD6774,Produk47,78465,7
8531,TRX561834,2022-10-19,PRD5710,Produk87,82182,9
3954,TRX246376,2022-10-19,PRD6818,Produk15,10251,6
7731,TRX982661,2022-10-19,PRD5834,Produk32,40201,6
6809,TRX809942,2022-10-19,PRD3632,Produk76,94022,5
5706,TRX193251,2022-10-19,PRD1013,Produk46,40367,7
6496,TRX722516,2022-10-19,PRD1556,Produk54,90054,9
9084,TRX419981,2022-10-19,PRD3948,Produk31,72063,7
7501,TRX662813,2022-10-19,PRD9152,Produk3,61656,8
7989,TRX676206,2022-10-19,PRD5383,Produk10,78576,6
6193,TRX555256,2022-10-20,PRD3120,Produk23,15888,2
4346,TRX724854,2022-10-20,PRD8261,Produk57,42962,1
3358,TRX443113,2022-10-20,PRD6271,Produk10,68030,5
4069,TRX214178,2022-10-20,PRD9256,Produk76,13130,3
3490,TRX757634,2022-10-20,PRD4182,Produk96,47756,3
6053,TRX176557,2022-10-20,PRD6255,Produk55,71152,9
4481,TRX269512,2022-10-20,PRD2884,Produk12,49551,2
6356,TRX935395,2022-10-20,PRD3799,Produk24,11867,1
3464,TRX620568,2022-10-20,PRD5878,Produk54,16614,8
1235,TRX535056,2022-10-20,PRD4354,Produk73,36674,4
5912,TRX147317,2022-10-21,PRD9939,Produk16,60465,9
1489,TRX777890,2022-10-21,PRD7450,Produk62,81055,7
5919,TRX715748,2022-10-21,PRD5306,Produk98,41542,4
5828,TRX691115,2022-10-21,PRD9248,Produk33,29578,5
6539,TRX284101,2022-10-21,PRD4480,Produk71,35564,9
3216,TRX631920,2022-10-21,PRD6218,Produk93,75840,8
6697,TRX609360,2022-10-21,PRD9684,Produk52,19538,4
2060,TRX258447,2022-10-21,PRD7324,Produk48,22462,9
5344,TRX420905,2022-10-21,PRD3607,Produk97,33000,4
6607,TRX446826,2022-10-21,PRD7131,Produk19,23524,9
2030,TRX208545,2022-10-22,PRD7994,Produk28,41614,1
9929,TRX745278,2022-10-22,PRD6867,Produk84,85542,1
9079,TRX923890,2022-10-22,PRD9761,Produk93,72507,2
4902,TRX363126,2022-10-22,PRD5717,Produk38,34424,4
4521,TRX890740,2022-10-22,PRD2427,Produk40,96617,7
8326,TRX367030,2022-10-22,PRD2309,Produk76,77662,2
5977,TRX605381,2022-10-22,PRD5544,Produk16,74804,4
8530,TRX160352,2022-10-22,PRD8022,Produk77,49063,7
4363,TRX449832,2022-10-22,PRD9868,Produk6,61536,2
5882,TRX764185,2022-10-22,PRD9753,Produk13,42762,9
7878,TRX730457,2022-10-23,PRD4585,Produk23,65471,7
6642,TRX892277,2022-10-23,PRD6278,Produk70,30708,4
1314,TRX370668,2022-10-23,PRD5926,Produk55,94616,3
6194,TRX470601,2022-10-23,PRD9684,Produk57,60929,2
4657,TRX572681,2022-10-23,PRD8684,Produk63,50371,7
5959,TRX514898,2022-10-23,PRD2022,Produk10,36763,5
2211,TRX506210,2022-10-23,PRD5534,Produk87,48943,6
7371,TRX778580,2022-10-23,PRD5207,Produk33,81033,9
5223,TRX229337,2022-10-23,PRD6093,Produk54,50778,2
1042,TRX649340,2022-10-23,PRD8119,Produk91,93031,7
2902,TRX829973,2022-10-24,PRD2713,Produk63,31115,1
3513,TRX984218,2022-10-24,PRD9245,Produk75,31610,8
8897,TRX673379,2022-10-24,PRD3249,Produk49,22925,1
1481,TRX888437,2022-10-24,PRD6249,Produk45,96439,2
5244,TRX802911,2022-10-24,PRD3027,Produk5,55960,4
3769,TRX978595,2022-10-24,PRD3700,Produk84,61884,6
4539,TRX738496,2022-10-24,PRD8425,Produk61,66797,2
7321,TRX533416,2022-10-24,PRD5562,Produk47,58811,9
5864,TRX896248,2022-10-24,PRD5567,Produk34,34088,8
8853,TRX508564,2022-10-24,PRD2244,Produk7,93176,3
5501,TRX991019,2022-10-25,PRD1723,Produk28,63077,7
3790,TRX129066,2022-10-25,PRD7755,Produk28,61894,1
2592,TRX452654,2022-10-25,PRD8438,Produk45,84356,4
5584,TRX505182,2022-10-25,PRD4354,Produk61,95694,6
6923,TRX196779,2022-10-25,PRD2922,Produk51,41600,2
6443,TRX294778,2022-10-25,PRD8404,Produk11,80895,9
1187,TRX692031,2022-10-25,PRD9976,Produk6,19110,6
5257,TRX260766,2022-10-25,PRD3167,Produk37,16389,4
5244,TRX750797,2022-10-25,PRD9985,Produk11,96083,3
7306,TRX689581,2022-10-25,PRD4349,Produk93,15204,5
5376,TRX570730,2022-10-26,PRD8534,Produk84,66905,2
6856,TRX286086,2022-10-26,PRD2114,Produk12,67338,9
5785,TRX900584,2022-10-26,PRD8668,Produk41,31657,4
1176,TRX795661,2022-10-26,PRD3192,Produk83,10790,2
1552,TRX724932,2022-10-26,PRD5896,Produk47,13255,6
5841,TRX821958,2022-10-26,PRD6467,Produk46,86565,5
4708,TRX489275,2022-10-26,PRD3477,Produk43,36128,7
8962,TRX563583,2022-10-26,PRD5059,Produk26,57877,7
1116,TRX781973,2022-10-26,PRD3219,Produk30,39953,5
5141,TRX219687,2022-10-26,PRD5032,Produk14,41601,6
6488,TRX390571,2022-10-27,PRD9279,Produk91,56756,3
6023,TRX441188,2022-10-27,PRD3989,Produk15,81216,9
7918,TRX206771,2022-10-27,PRD1526,Produk75,44240,3
9714,TRX230149,2022-10-27,PRD8750,Produk60,60755,3
4285,TRX599407,2022-10-27,PRD7190,Produk63,36507,9
3768,TRX301316,2022-10-27,PRD7287,Produk35,41928,4
7309,TRX463962,2022-10-27,PRD9591,Produk8,94649,8
7221,TRX683162,2022-10-27,PRD7643,Produk7,79105,7
4696,TRX628344,2022-10-27,PRD6216,Produk82,57139,9
9529,TRX430593,2022-10-27,PRD1633,Produk79,23319,2
4429,TRX850201,2022-10-28,PRD7841,Produk41,93215,7
8739,TRX863382,2022-10-28,PRD2125,Produk98,20262,5
4840,TRX817028,2022-10-28,PRD8424,Produk70,56282,2
3025,TRX134189,2022-10-28,PRD7333,Produk18,41255,2
9637,TRX727491,2022-10-28,PRD5369,Produk9,70793,7
8734,TRX740379,2022-10-28,PRD2945,Produk53,45185,6
1874,TRX284997,2022-10-28,PRD1504,Produk41,23867,8
3602,TRX834066,2022-10-28,PRD3599,Produk17,85932,1
2369,TRX650059,2022-10-28,PRD2654,Produk86,45833,6
4459,TRX858102,2022-10-28,PRD1916,Produk33,61436,5
3610,TRX984383,2022-10-29,PRD5032,Produk62,65592,5
7177,TRX622479,2022-10-29,PRD9855,Produk57,46580,1
5415,TRX635666,2022-10-29,PRD6300,Produk24,44373,2
2297,TRX693922,2022-10-29,PRD9040,Produk30,20438,2
3683,TRX836540,2022-10-29,PRD1218,Produk8,38270,3
6231,TRX264645,2022-10-29,PRD6275,Produk74,86807,1
5123,TRX921581,2022-10-29,PRD6292,Produk51,30822,2
3401,TRX745523,2022-10-29,PRD7487,Produk78,79521,4
7350,TRX643013,2022-10-29,PRD6093,Produk42,84808,8
7249,TRX597327,2022-10-29,PRD5323,Produk91,15404,1
3560,TRX934151,2022-10-30,PRD9970,Produk66,72171,2
5260,TRX992834,2022-10-30,PRD8382,Produk41,79194,9
7387,TRX900396,2022-10-30,PRD5885,Produk37,26110,5
4884,TRX638403,2022-10-30,PRD4006,Produk94,80393,6
3488,TRX161221,2022-10-30,PRD5269,Produk31,99277,6
3331,TRX851793,2022-10-30,PRD1130,Produk78,30777,8
5898,TRX806664,2022-10-30,PRD7128,Produk59,42317,4
4538,TRX922720,2022-10-30,PRD8252,Produk74,43723,4
1113,TRX599789,2022-10-30,PRD2538,Produk73,97555,5
7708,TRX409417,2022-10-30,PRD2353,Produk2,22882,8
4401,TRX423967,2022-10-31,PRD8821,Produk27,66142,5
5805,TRX216617,2022-10-31,PRD3632,Produk87,76526,5
5330,TRX952321,2022-10-31,PRD4290,Produk8,74349,7
5645,TRX495195,2022-10-31,PRD4603,Produk87,34948,2
8335,TRX117882,2022-10-31,PRD6352,Produk13,34077,2
4506,TRX385392,2022-10-31,PRD5794,Produk47,63509,9
2872,TRX409512,2022-10-31,PRD4737,Produk13,36290,9
4803,TRX478060,2022-10-31,PRD3207,Produk2,47435,5
8483,TRX307136,2022-10-31,PRD9493,Produk20,56178,9
1969,TRX731173,2022-10-31,PRD7213,Produk46,11342,9
3075,TRX213593,2022-11-01,PRD1900,Produk65,82252,2
2579,TRX272186,2022-11-01,PRD9946,Produk42,29534,3
5156,TRX480800,2022-11-01,PRD2763,Produk75,85257,2
6567,TRX558346,2022-11-01,PRD2209,Produk59,91188,4
7025,TRX743445,2022-11-01,PRD1357,Produk47,11397,1
3110,TRX618088,2022-11-01,PRD3148,Produk66,33409,5
9456,TRX872861,2022-11-01,PRD7853,Produk7,37871,3
1591,TRX852320,2022-11-01,PRD8363,Produk63,96991,6
3245,TRX908808,2022-11-01,PRD9720,Produk61,56639,6
2058,TRX738681,2022-11-01,PRD3554,Produk51,95209,3
7595,TRX776200,2022-11-02,PRD7367,Produk95,28867,3
4512,TRX760354,2022-11-02,PRD3615,Produk82,27884,4
3127,TRX978723,2022-11-02,PRD6799,Produk91,38680,3
2580,TRX733830,2022-11-02,PRD8233,Produk80,95451,5
6966,TRX615224,2022-11-02,PRD9354,Produk41,83119,6
7201,TRX217694,2022-11-02,PRD8503,Produk80,53348,7
7539,TRX507595,2022-11-02,PRD4187,Produk87,61836,6
5003,TRX935422,2022-11-02,PRD1060,Produk12,55433,2
4679,TRX816578,2022-11-02,PRD3597,Produk35,50220,3
5267,TRX705904,2022-11-02,PRD6418,Produk2,44009,5
4438,TRX236363,2022-11-03,PRD3018,Produk12,88188,8
7763,TRX385921,2022-11-03,PRD3704,Produk83,39003,9
4964,TRX188486,2022-11-03,PRD1027,Produk35,40192,3
8845,TRX282632,2022-11-03,PRD6485,Produk25,78250,3
4919,TRX828838,2022-11-03,PRD5353,Produk38,64720,7
